Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.614165600000888,   0.000231153612938,  -0.001887955747481,  -0.003772948782772,   0.000000000000000,  -0.002297314073254,  -0.000137102831475, 
        6277.616299199999958,   0.000234618859488,  -0.001876939012637,  -0.003760402693306,   0.000000000000000,  -0.002285009741981,  -0.000138786335241, 
        6277.618432800000846,   0.000238027455305,  -0.001865605591626,  -0.003747265507783,   0.000000000000000,  -0.002272256229551,  -0.000140439675238, 
        6277.620261600000049,   0.000240900525348,  -0.001855643341268,  -0.003735530667127,   0.000000000000000,  -0.002260972835450,  -0.000141832130815, 
        6277.622395200000028,   0.000244191732464,  -0.001843736749073,  -0.003721281680626,   0.000000000000000,  -0.002247404915309,  -0.000143427470750, 
        6277.624224000001050,   0.000246957687278,  -0.001833291936255,  -0.003708585534694,   0.000000000000000,  -0.002235434293506,  -0.000144769667713, 
        6277.626357600000119,   0.000250116268767,  -0.001820832434516,  -0.003693205374715,   0.000000000000000,  -0.002221077728537,  -0.000146305811564, 
        6277.628186400000232,   0.000252761843516,  -0.001809922302117,  -0.003679531743065,   0.000000000000000,  -0.002208442777654,  -0.000147596697359, 
        6277.630320000001120,   0.000255772407956,  -0.001796930123398,  -0.003663002492942,   0.000000000000000,  -0.002193323998161,  -0.000149072169700, 
        6277.632148800000323,   0.000258284922690,  -0.001785572493422,  -0.003648336671087,   0.000000000000000,  -0.002180046082078,  -0.000150310343592, 
        6277.634282400000302,   0.000261133643401,  -0.001772069530525,  -0.003630641372741,   0.000000000000000,  -0.002164189271304,  -0.000151723962043, 
        6277.636415999999372,   0.000263889869986,  -0.001758301663234,  -0.003612311163657,   0.000000000000000,  -0.002147945524338,  -0.000153104384984, 
        6277.638244800000393,   0.000266176194536,  -0.001746295305301,  -0.003596090502004,   0.000000000000000,  -0.002133720152619,  -0.000154261309260, 
        6277.640378400000372,   0.000268752479088,  -0.001732054782074,  -0.003576568889337,   0.000000000000000,  -0.002116778326532,  -0.000155580907216, 
        6277.642207199999575,   0.000270880799451,  -0.001719654230681,  -0.003559321661599,   0.000000000000000,  -0.002101966467400,  -0.000156686697405, 
        6277.644340800000464,   0.000273268534695,  -0.001704967513184,  -0.003538597440245,   0.000000000000000,  -0.002084354833433,  -0.000157948303310, 
        6277.646169600000576,   0.000275232016864,  -0.001692197241436,  -0.003520315894909,   0.000000000000000,  -0.002068981432822,  -0.000159006193553, 
        6277.648303199999646,   0.000277424151354,  -0.001677094905652,  -0.003498381538074,   0.000000000000000,  -0.002050729299226,  -0.000160214469522, 
        6277.650436800000534,   0.000279508470292,  -0.001661782124016,  -0.003475793506288,   0.000000000000000,  -0.002032144528713,  -0.000161396411930, 
        6277.652265600000646,   0.000281207617179,  -0.001648496517071,  -0.003455911153731,   0.000000000000000,  -0.002015956686913,  -0.000162389741832, 
        6277.654399199999716,   0.000283086119508,  -0.001632818082066,  -0.003432106362816,   0.000000000000000,  -0.001996777565893,  -0.000163526887773, 
        6277.656228000000738,   0.000284605832246,  -0.001619233574270,  -0.003411180018633,   0.000000000000000,  -0.001980093070358,  -0.000164483954976, 
        6277.658361599999807,   0.000286271650593,  -0.001603223968976,  -0.003386155814302,   0.000000000000000,  -0.001960348712896,  -0.000165581092145, 
        6277.660190399999919,   0.000287606306864,  -0.001589370926890,  -0.003364183017912,   0.000000000000000,  -0.001943191000242,  -0.000166505630991, 
        6277.662324000000808,   0.000289053050402,  -0.001573066462534,  -0.003337937406277,   0.000000000000000,  -0.001922906955242,  -0.000167566463854, 
        6277.664152800000011,   0.000290197251199,  -0.001558977114675,  -0.003314918380888,   0.000000000000000,  -0.001905297367376,  -0.000168460587588, 
        6277.666286399999990,   0.000291419322539,  -0.001542416531485,  -0.003287454314959,   0.000000000000000,  -0.001884499028443,  -0.000169485903884, 
        6277.668420000000879,   0.000292519331090,  -0.001525734222279,  -0.003259337380916,   0.000000000000000,  -0.001863434539313,  -0.000170491699070, 
        6277.670248800000081,   0.000293364239961,  -0.001511346892334,  -0.003234719857627,   0.000000000000000,  -0.001845172905125,  -0.000171337765701, 
        6277.672382400000060,   0.000294234703490,  -0.001494468578647,  -0.003205399437517,   0.000000000000000,  -0.001823633213093,  -0.000172305007684, 
        6277.674211200001082,   0.000294881631382,  -0.001479929889575,  -0.003179756848311,   0.000000000000000,  -0.001804975017189,  -0.000173116178279, 
        6277.676344800000152,   0.000295520711868,  -0.001462894631608,  -0.003149250009091,   0.000000000000000,  -0.001782985430349,  -0.000174040075546, 
        6277.678173600000264,   0.000295969563232,  -0.001448238588110,  -0.003122600317237,   0.000000000000000,  -0.001763953069182,  -0.000174811368141, 
        6277.680307200000243,   0.000296378594253,  -0.001431086859549,  -0.003090931300319,   0.000000000000000,  -0.001741540680933,  -0.000175685327512, 
        6277.682136000000355,   0.000296632084111,  -0.001416348337926,  -0.003063296939714,   0.000000000000000,  -0.001722157586417,  -0.000176410580804, 
        6277.684269600000334,   0.000296816390371,  -0.001399120384423,  -0.003030493672057,   0.000000000000000,  -0.001699350048758,  -0.000177226605771, 
        6277.686403200000314,   0.000296882745375,  -0.001381867539197,  -0.002997093558323,   0.000000000000000,  -0.001676341836905,  -0.000178007668942, 
        6277.688232000000426,   0.000296847590901,  -0.001367068044633,  -0.002967997850760,   0.000000000000000,  -0.001656467625610,  -0.000178647540795, 
        6277.690365600000405,   0.000296701040728,  -0.001349798183677,  -0.002933517603011,   0.000000000000000,  -0.001633110894434,  -0.000179357507798, 
        6277.692194399999607,   0.000296485992925,  -0.001335000081299,  -0.002903512343559,   0.000000000000000,  -0.001612952163750,  -0.000179933346738, 
        6277.694328000000496,   0.000296132592487,  -0.001317750313030,  -0.002867990940327,   0.000000000000000,  -0.001589280687056,  -0.000180565281074, 
        6277.696156800000608,   0.000295743423925,  -0.001302984575353,  -0.002837111688270,   0.000000000000000,  -0.001568867343979,  -0.000181071292111, 
        6277.698290400000587,   0.000295191536894,  -0.001285789642527,  -0.002800594222315,   0.000000000000000,  -0.001544917890318,  -0.000181618177337, 
        6277.700424000000567,   0.000294537855335,  -0.001268638497781,  -0.002763561802100,   0.000000000000000,  -0.001520836229823,  -0.000182116259909, 
        6277.702252799999769,   0.000293899649743,  -0.001253979554890,  -0.002731422474000,   0.000000000000000,  -0.001500099657668,  -0.000182503172591, 
        6277.704386400000658,   0.000293067600367,  -0.001236934267150,  -0.002693478996001,   0.000000000000000,  -0.001475808321933,  -0.000182907128224, 
        6277.706215200000770,   0.000292282137141,  -0.001222378649670,  -0.002660586380709,   0.000000000000000,  -0.001454912906651,  -0.000183212508074, 
        6277.708348799999840,   0.000291285153724,  -0.001205467776746,  -0.002621799305321,   0.000000000000000,  -0.001430461305653,  -0.000183520872008, 
        6277.710177599999952,   0.000290363794460,  -0.001191038891680,  -0.002588216654285,   0.000000000000000,  -0.001409450664430,  -0.000183743854624, 
        6277.712311200000840,   0.000289213587748,  -0.001174289639761,  -0.002548666444450,   0.000000000000000,  -0.001384891071006,  -0.000183955514659, 
        6277.714140000000043,   0.000288164762304,  -0.001160011640239,  -0.002514467876118,   0.000000000000000,  -0.001363810873073,  -0.000184095584779, 
        6277.716273600000932,   0.000286869516715,  -0.001143453202717,  -0.002474246311619,   0.000000000000000,  -0.001339197484883,  -0.000184211686402, 
        6277.718407200000001,   0.000285499706817,  -0.001127009516572,  -0.002433704745169,   0.000000000000000,  -0.001314577563770,  -0.000184278568183, 
        6277.720236000000114,   0.000284268010397,  -0.001113011975416,  -0.002398723628645,   0.000000000000000,  -0.001293481427184,  -0.000184298690470, 
        6277.722369600001002,   0.000282766578449,  -0.001096801184454,  -0.002357671096409,   0.000000000000000,  -0.001268891201207,  -0.000184281677967, 
        6277.724198400000205,   0.000281427007597,  -0.001083013777835,  -0.002322300430386,   0.000000000000000,  -0.001247844268490,  -0.000184234931474, 
        6277.726332000000184,   0.000279806356084,  -0.001067060256931,  -0.002280852137047,   0.000000000000000,  -0.001223339388040,  -0.000184146059780, 
        6277.728160800000296,   0.000278370892465,  -0.001053504234107,  -0.002245194013322,   0.000000000000000,  -0.001202389944571,  -0.000184043111056, 
        6277.730294400000275,   0.000276646620218,  -0.001037834144321,  -0.002203472443293,   0.000000000000000,  -0.001178027907690,  -0.000183895101727, 
        6277.732428000000255,   0.000274874668427,  -0.001022328213524,  -0.002161656966785,   0.000000000000000,  -0.001153767224042,  -0.000183720710712, 
        6277.734256800001276,   0.000273322495563,  -0.001009174151792,  -0.002125769530831,   0.000000000000000,  -0.001133065756992,  -0.000183553217779, 
        6277.736390400000346,   0.000271478104586,  -0.000993993786832,  -0.002083882153228,   0.000000000000000,  -0.001109038186517,  -0.000183340347429, 
        6277.738219200000458,   0.000269872490849,  -0.000981128917988,  -0.002047990934539,   0.000000000000000,  -0.001088562185264,  -0.000183145877674, 
        6277.740352799999528,   0.000267975838533,  -0.000966296441478,  -0.002006167189495,   0.000000000000000,  -0.001064827643047,  -0.000182908694533, 
        6277.742181600000549,   0.000266334128213,  -0.000953738354876,  -0.001970389226505,   0.000000000000000,  -0.001044628322680,  -0.000182699641909, 
        6277.744315200000528,   0.000264405265332,  -0.000939274007979,  -0.001928766511266,   0.000000000000000,  -0.001021246720838,  -0.000182452884834, 
        6277.746143999999731,   0.000262744461385,  -0.000927040196511,  -0.001893220112260,   0.000000000000000,  -0.001001376013933,  -0.000182242119327, 
        6277.748277600000620,   0.000260803219661,  -0.000912963835481,  -0.001851936251160,   0.000000000000000,  -0.000978408205697,  -0.000182001088898, 
        6277.750411200000599,   0.000258864297504,  -0.000899103217890,  -0.001810890655405,   0.000000000000000,  -0.000955687883623,  -0.000181769579142, 
        6277.752239999999802,   0.000257209046895,  -0.000887396919400,  -0.001775927105942,   0.000000000000000,  -0.000936422493274,  -0.000181581801393, 
        6277.754373600000690,   0.000255292070692,  -0.000873945589547,  -0.001735423375891,   0.000000000000000,  -0.000914203649315,  -0.000181378608794, 
        6277.756202399999893,   0.000253666294663,  -0.000862594952676,  -0.001700977531339,   0.000000000000000,  -0.000895389922517,  -0.000181220497165, 
        6277.758335999999872,   0.000251795970901,  -0.000849564201079,  -0.001661137497001,   0.000000000000000,  -0.000873721870748,  -0.000181057327060, 
        6277.760164800000894,   0.000250220296470,  -0.000838578595663,  -0.001627309013827,   0.000000000000000,  -0.000855399586344,  -0.000180937808761, 
        6277.762298399999963,   0.000248419672320,  -0.000825978659860,  -0.001588242827855,   0.000000000000000,  -0.000834326295703,  -0.000180824670390, 
        6277.764431999999942,   0.000246665249766,  -0.000813614239424,  -0.001549635458792,   0.000000000000000,  -0.000813589590193,  -0.000180742159934, 
        6277.766260800000964,   0.000245202078331,  -0.000803205013809,  -0.001516929601589,   0.000000000000000,  -0.000796090409708,  -0.000180697274528, 
        6277.768394400000034,   0.000243546426892,  -0.000791281650078,  -0.001479246330184,   0.000000000000000,  -0.000776003556931,  -0.000180676664950, 
        6277.770223200000146,   0.000242173991742,  -0.000781250437036,  -0.001447369609560,   0.000000000000000,  -0.000759073964714,  -0.000180687267872, 
        6277.772356800001035,   0.000240629964332,  -0.000769766629707,  -0.001410693663475,   0.000000000000000,  -0.000739664882400,  -0.000180733878845, 
        6277.774185600000237,   0.000239356682836,  -0.000760110276249,  -0.001379712531069,   0.000000000000000,  -0.000723326273430,  -0.000180803988545, 
        6277.776319200000216,   0.000237930286525,  -0.000749060464553,  -0.001344115843422,   0.000000000000000,  -0.000704616141364,  -0.000180921149571, 
        6277.778147999999419,   0.000236758505041,  -0.000739772141069,  -0.001314086292497,   0.000000000000000,  -0.000688883198872,  -0.000181051950457, 
        6277.780281600000308,   0.000235450638085,  -0.000729146319760,  -0.001279627160850,   0.000000000000000,  -0.000670886275559,  -0.000181240235190, 
        6277.782415200000287,   0.000234205520036,  -0.000718744133473,  -0.001245799375007,   0.000000000000000,  -0.000653278280251,  -0.000181467431284, 
        6277.784244000000399,   0.000233186791518,  -0.000710003785012,  -0.001217313909739,   0.000000000000000,  -0.000638497297896,  -0.000181693710569, 
        6277.786377600000378,   0.000232053377082,  -0.000700008968084,  -0.001184682365389,   0.000000000000000,  -0.000621618726052,  -0.000181995378519, 
        6277.788206400000490,   0.000231127822730,  -0.000691613035094,  -0.001157232399800,   0.000000000000000,  -0.000607466506036,  -0.000182287051759, 
        6277.790340000000469,   0.000230099821642,  -0.000682014746242,  -0.001125818116899,   0.000000000000000,  -0.000591324374364,  -0.000182666566160, 
        6277.792168800000582,   0.000229261466071,  -0.000673954518379,  -0.001099417141369,   0.000000000000000,  -0.000577804662927,  -0.000183025681417, 
        6277.794302399999651,   0.000228331065565,  -0.000664743168687,  -0.001069230452585,   0.000000000000000,  -0.000562399963002,  -0.000183484370718, 
        6277.796436000000540,   0.000227449443277,  -0.000655736426859,  -0.001039705629607,   0.000000000000000,  -0.000547390845454,  -0.000183985917122, 
        6277.798264800000652,   0.000226730748752,  -0.000648176977111,  -0.001014924351723,   0.000000000000000,  -0.000534839517049,  -0.000184450113532, 
        6277.800398399999722,   0.000225933274571,  -0.000639542735500,  -0.000986623801425,   0.000000000000000,  -0.000520560557593,  -0.000185032173341, 
        6277.802227200000743,   0.000225283340025,  -0.000632298815339,  -0.000962887431348,   0.000000000000000,  -0.000508631865631,  -0.000185566313766, 
        6277.804360800000723,   0.000224562444567,  -0.000624027938705,  -0.000935799571437,   0.000000000000000,  -0.000495074169396,  -0.000186230883171, 
        6277.806189599999925,   0.000223975174333,  -0.000617090991910,  -0.000913096537802,   0.000000000000000,  -0.000483758431274,  -0.000186835898726, 
        6277.808323200000814,   0.000223323411254,  -0.000609172591391,  -0.000887206060082,   0.000000000000000,  -0.000470908549555,  -0.000187582640767, 
        6277.810152000000926,   0.000222791191761,  -0.000602532414080,  -0.000865520993556,   0.000000000000000,  -0.000460192517045,  -0.000188257492516, 
